name,abbreviation,max_faculty_capacity,current_number_of_faculty,academic_division
Physics,ART,64,12,Engineering
Mathematics,EENG,69,13,Science
Electrical Engineering,MATH,51,13,Engineering
Computer Science,CS,27,14,Engineering
Mathematics,ART,31,10,Engineering
Electrical Engineering,PHYS,76,13,Science
Art,ENG,71,10,Science
Art,EENG,58,17,Science
Computer Science,MATH,80,19,Arts
English,CS,93,16,Science
Computer Science,CS,36,14,Science
Mathematics,ENG,94,13,Engineering
Physics,PHYS,59,6,Arts
Physics,MATH,22,11,Arts
Electrical Engineering,ART,75,20,Science
Electrical Engineering,ART,79,12,Science
Electrical Engineering,PHYS,85,12,Science
Art,EENG,75,16,Engineering
Computer Science,MATH,24,18,Engineering
English,PHYS,59,8,Science
Computer Science,ENG,97,5,Engineering
Computer Science,ART,62,6,Science
Computer Science,MATH,50,18,Science
Computer Science,ART,27,7,Engineering
Art,EENG,54,7,Science
English,ENG,79,12,Arts
Physics,ENG,56,19,Arts
Art,ART,85,14,Engineering
Electrical Engineering,ART,22,6,Arts
Physics,EENG,26,11,Arts
Physics,MATH,31,7,Engineering
Mathematics,PHYS,86,20,Arts
English,MATH,71,7,Engineering
Art,MATH,51,14,Engineering
Physics,CS,82,11,Engineering
Mathematics,ART,83,6,Engineering
Computer Science,PHYS,100,7,Arts
Art,EENG,87,16,Science
Art,PHYS,98,15,Engineering
Mathematics,CS,31,16,Arts
Mathematics,PHYS,60,9,Science
Computer Science,MATH,84,15,Science
Electrical Engineering,EENG,48,13,Arts
Physics,ENG,92,17,Engineering
Computer Science,CS,31,10,Engineering
Mathematics,PHYS,71,6,Arts
Mathematics,MATH,37,19,Arts
English,MATH,40,11,Engineering
Art,PHYS,25,10,Science
Art,MATH,72,18,Engineering
Electrical Engineering,MATH,56,18,Engineering
English,PHYS,74,6,Engineering
Computer Science,CS,41,9,Science
Physics,ENG,79,15,Science
Art,ART,40,5,Engineering
Mathematics,ENG,39,12,Arts
Mathematics,ART,48,6,Engineering
Mathematics,ENG,92,15,Engineering
Computer Science,ART,20,13,Arts
English,CS,99,9,Engineering
Art,ART,87,11,Arts
Physics,CS,25,7,Engineering
Mathematics,CS,58,17,Engineering
Computer Science,EENG,53,14,Engineering
Computer Science,MATH,27,18,Science
Art,PHYS,25,19,Engineering
Mathematics,MATH,73,10,Arts
Mathematics,EENG,87,16,Arts
Electrical Engineering,ART,89,18,Arts
Mathematics,ENG,81,12,Engineering
Physics,ART,38,19,Engineering
Electrical Engineering,EENG,57,16,Science
Computer Science,MATH,32,8,Science
Electrical Engineering,EENG,72,18,Science
Mathematics,CS,21,18,Engineering
Physics,EENG,78,14,Science
Art,PHYS,76,8,Arts
Physics,ENG,57,10,Science
English,ENG,89,19,Science
Electrical Engineering,MATH,82,14,Engineering
Computer Science,EENG,99,5,Science
Art,PHYS,89,6,Engineering
Physics,MATH,30,9,Arts
English,MATH,99,16,Arts
Electrical Engineering,MATH,91,7,Arts
English,ENG,89,16,Engineering
Art,PHYS,24,8,Arts
Electrical Engineering,PHYS,82,7,Arts
Electrical Engineering,CS,77,12,Engineering
English,CS,39,12,Engineering
Physics,EENG,77,9,Science
English,MATH,62,19,Arts
Art,ART,46,11,Science
Mathematics,ENG,30,9,Science
English,EENG,27,8,Arts
Art,ENG,100,19,Science
Art,CS,84,7,Arts
Art,CS,22,15,Science
English,EENG,20,7,Arts
Physics,CS,58,5,Engineering
Computer Science,ENG,62,8,Engineering
Computer Science,ART,78,7,Engineering
Mathematics,CS,58,14,Arts
English,ENG,84,10,Science
Mathematics,CS,63,20,Engineering
Computer Science,ART,80,12,Engineering
English,ENG,95,16,Arts
Physics,MATH,23,16,Arts
Physics,ART,28,16,Science
Art,MATH,93,6,Engineering
Mathematics,MATH,82,5,Arts
Physics,ENG,37,9,Arts
English,ENG,93,20,Engineering
Mathematics,CS,76,17,Engineering
Physics,MATH,87,15,Arts
Art,ART,45,15,Arts
English,ENG,36,11,Science
Physics,EENG,58,6,Engineering
Computer Science,MATH,91,20,Science
Electrical Engineering,EENG,87,20,Engineering
Electrical Engineering,ART,35,16,Arts
Art,PHYS,51,13,Engineering
Electrical Engineering,MATH,66,15,Arts
Computer Science,PHYS,33,8,Engineering
Electrical Engineering,MATH,25,17,Engineering
Art,ART,38,5,Engineering
Art,ART,24,7,Engineering
Art,EENG,50,9,Engineering
Art,EENG,70,13,Engineering
Computer Science,ENG,42,19,Engineering
Mathematics,CS,92,9,Arts
Art,MATH,97,7,Engineering
Mathematics,EENG,98,20,Arts
Computer Science,PHYS,49,19,Science
Physics,CS,97,20,Arts
Electrical Engineering,MATH,73,16,Arts
Computer Science,ENG,36,10,Engineering
English,MATH,71,13,Engineering
Physics,ART,86,9,Arts
Computer Science,PHYS,59,18,Science
English,ENG,66,12,Engineering
Electrical Engineering,CS,36,15,Arts
English,PHYS,95,17,Engineering
Computer Science,MATH,99,16,Science
Electrical Engineering,EENG,98,18,Engineering
Art,ART,30,10,Engineering
Electrical Engineering,EENG,46,14,Science
Mathematics,ART,52,8,Engineering
Electrical Engineering,PHYS,31,5,Arts
Physics,PHYS,61,12,Engineering
Mathematics,EENG,74,5,Arts
Mathematics,ENG,28,19,Science
English,MATH,88,8,Arts
English,CS,22,8,Arts
English,EENG,21,17,Science
Computer Science,ENG,90,15,Engineering
Electrical Engineering,ENG,55,5,Arts
Physics,EENG,51,15,Arts
English,MATH,51,12,Engineering
Physics,ENG,96,19,Engineering
Art,CS,58,17,Science
Mathematics,ENG,64,18,Arts
English,ENG,59,6,Engineering
English,ENG,54,10,Engineering
Electrical Engineering,ENG,83,16,Arts
Computer Science,ENG,29,5,Arts
English,ART,78,12,Arts
Mathematics,PHYS,75,14,Engineering
Art,MATH,31,12,Arts
Art,CS,76,19,Engineering
Electrical Engineering,PHYS,58,16,Science
Art,PHYS,71,15,Arts
Art,ART,84,9,Science
Physics,EENG,78,18,Science
Mathematics,ENG,62,11,Science
Computer Science,ART,95,8,Arts
Art,ART,38,12,Arts
Physics,ART,50,14,Engineering
English,EENG,74,10,Arts
Electrical Engineering,ART,79,11,Science
Art,CS,42,8,Arts
Physics,ART,96,7,Arts
Electrical Engineering,EENG,27,19,Arts
Computer Science,CS,73,14,Arts
Computer Science,CS,43,19,Science
Computer Science,ENG,68,8,Arts
Art,CS,38,6,Science
English,ART,84,10,Science
Electrical Engineering,MATH,94,5,Engineering
Art,ART,61,19,Engineering
Mathematics,CS,80,7,Engineering
Electrical Engineering,CS,83,5,Science
Art,ENG,47,17,Science
Physics,ART,95,6,Engineering
Physics,ENG,86,17,Engineering
Art,ENG,80,9,Arts
Art,MATH,88,20,Arts
Art,MATH,36,9,Arts
English,ENG,96,15,Arts
Mathematics,CS,22,14,Arts
Physics,CS,56,15,Arts
Electrical Engineering,EENG,58,14,Engineering
Art,ART,54,13,Arts
Mathematics,MATH,50,17,Arts
English,ENG,88,18,Arts
English,MATH,36,14,Engineering
Computer Science,CS,73,8,Arts
Electrical Engineering,EENG,50,11,Science
Art,ENG,49,6,Arts
Physics,MATH,87,15,Engineering
English,PHYS,41,9,Engineering
Mathematics,PHYS,89,9,Science
English,ENG,78,6,Science
Computer Science,MATH,61,14,Science
Art,MATH,84,20,Engineering
Mathematics,MATH,23,17,Arts
English,ART,63,10,Engineering
English,EENG,87,6,Engineering
Physics,CS,45,7,Arts
Computer Science,ART,38,17,Arts
English,EENG,65,9,Engineering
Electrical Engineering,PHYS,40,13,Arts
Mathematics,ENG,33,18,Arts
English,PHYS,75,16,Science
Mathematics,ENG,70,7,Engineering
Electrical Engineering,PHYS,23,7,Science
English,ART,48,20,Arts
Art,PHYS,99,15,Science
Mathematics,PHYS,61,10,Arts
Electrical Engineering,ENG,65,9,Engineering
Physics,ENG,100,10,Arts
Electrical Engineering,MATH,93,18,Science
Art,ART,48,8,Engineering
Mathematics,CS,99,18,Arts
Electrical Engineering,EENG,48,12,Engineering
Art,CS,37,11,Science
English,PHYS,100,15,Science
Art,MATH,48,9,Science
Art,ART,85,16,Engineering
English,PHYS,85,18,Arts
English,ENG,42,5,Science
Computer Science,ENG,75,10,Arts
Computer Science,ENG,45,6,Arts
Physics,ENG,29,17,Science
Electrical Engineering,CS,62,5,Arts
Computer Science,CS,81,6,Arts
Physics,ART,47,16,Science
Art,ENG,22,17,Arts
English,ENG,62,15,Arts
Computer Science,PHYS,66,10,Engineering
English,CS,56,20,Engineering
English,MATH,28,18,Engineering
Computer Science,EENG,96,17,Engineering
Computer Science,EENG,59,19,Engineering
Electrical Engineering,MATH,68,13,Arts
Art,MATH,76,17,Engineering
Computer Science,MATH,33,15,Arts
Physics,PHYS,32,10,Science
Computer Science,CS,38,20,Science
Mathematics,MATH,31,11,Science
Mathematics,EENG,58,14,Engineering
Physics,MATH,82,20,Engineering
Art,EENG,68,12,Engineering
Computer Science,MATH,34,16,Science
Art,MATH,28,9,Science
Computer Science,ART,75,6,Engineering
Electrical Engineering,ENG,70,10,Engineering
Computer Science,MATH,68,14,Science
Electrical Engineering,CS,29,16,Science
Computer Science,CS,23,14,Engineering
Mathematics,ENG,32,5,Arts
Mathematics,CS,89,7,Science
Physics,PHYS,25,11,Science
Computer Science,ART,41,13,Engineering
English,MATH,63,19,Engineering
Art,MATH,37,16,Science
English,PHYS,49,17,Engineering
English,MATH,72,12,Science
Mathematics,CS,67,13,Engineering
English,MATH,58,5,Engineering
Physics,MATH,45,12,Science
Computer Science,ART,30,19,Arts
English,PHYS,46,7,Engineering
Computer Science,PHYS,41,18,Engineering
Physics,EENG,35,15,Science
Electrical Engineering,ART,75,5,Science
Mathematics,ART,100,17,Engineering
Mathematics,MATH,27,20,Engineering
Mathematics,ART,92,12,Arts
Art,CS,33,15,Engineering
Physics,EENG,97,5,Engineering
Physics,ENG,95,15,Arts
Art,PHYS,95,6,Engineering
Electrical Engineering,MATH,66,6,Arts
Mathematics,ENG,33,13,Arts
Art,ENG,94,6,Science
Physics,PHYS,71,16,Engineering
Computer Science,CS,95,18,Science
Electrical Engineering,ENG,25,18,Engineering
Computer Science,ENG,28,9,Engineering
Computer Science,EENG,40,7,Engineering
English,MATH,92,15,Engineering
English,EENG,68,18,Arts
Mathematics,PHYS,56,15,Arts
English,ENG,80,12,Science
Art,ENG,83,7,Arts
Art,PHYS,38,17,Engineering
Physics,ART,94,13,Science
Physics,MATH,40,18,Arts
Computer Science,PHYS,42,5,Arts
Physics,PHYS,56,18,Arts
Physics,PHYS,78,13,Arts
Art,ENG,70,13,Engineering
English,ENG,26,14,Engineering
Computer Science,ENG,31,16,Engineering
Physics,PHYS,69,16,Science
Electrical Engineering,CS,94,5,Engineering
Mathematics,MATH,36,20,Arts
Electrical Engineering,EENG,71,14,Engineering
English,CS,80,10,Engineering
Physics,CS,39,8,Arts
Computer Science,EENG,52,5,Engineering
Art,ART,47,16,Arts
Computer Science,CS,94,10,Science
Physics,ART,27,11,Engineering
Computer Science,PHYS,91,18,Science
Art,MATH,21,6,Arts
Electrical Engineering,MATH,94,17,Science
English,PHYS,93,16,Engineering
English,MATH,90,16,Arts
Mathematics,CS,96,11,Arts
Computer Science,PHYS,61,6,Science
Mathematics,EENG,96,19,Science
Computer Science,CS,90,9,Science
English,EENG,69,11,Science
Mathematics,ENG,31,5,Science
Computer Science,ENG,71,9,Engineering
English,CS,67,19,Science
English,EENG,45,12,Engineering
Electrical Engineering,ENG,52,6,Arts
Mathematics,EENG,34,14,Engineering
Computer Science,ENG,82,13,Engineering
Mathematics,MATH,81,19,Engineering
Physics,MATH,58,12,Science
Electrical Engineering,ENG,76,8,Arts
Mathematics,MATH,48,10,Science
Physics,EENG,83,13,Science
English,ENG,100,16,Science
Physics,PHYS,29,11,Engineering
Art,MATH,49,19,Arts
Electrical Engineering,EENG,60,8,Engineering
Computer Science,ART,97,15,Science
Computer Science,MATH,98,17,Science
Mathematics,CS,69,9,Science
Computer Science,ENG,21,11,Science
Art,CS,24,20,Arts
Physics,EENG,73,13,Science
Computer Science,EENG,28,8,Science
Computer Science,ART,62,10,Arts
Electrical Engineering,ART,95,9,Engineering
Electrical Engineering,PHYS,99,5,Engineering
Art,PHYS,50,18,Science
Physics,ENG,58,6,Arts
Physics,PHYS,75,18,Arts
Computer Science,CS,23,7,Science
Art,ART,56,7,Science
Physics,EENG,81,6,Science
English,MATH,52,19,Engineering
Physics,EENG,47,12,Science
English,CS,23,11,Engineering
Mathematics,PHYS,69,17,Science
Mathematics,MATH,70,14,Engineering
Art,ART,39,19,Engineering
Mathematics,CS,62,18,Science
Computer Science,MATH,66,5,Engineering
Electrical Engineering,EENG,66,8,Science
English,MATH,40,20,Arts
Mathematics,ENG,37,19,Engineering
Computer Science,ENG,65,20,Engineering
Art,MATH,51,17,Engineering
Mathematics,ART,55,12,Science
Art,ART,91,12,Science
English,EENG,72,19,Engineering
Electrical Engineering,EENG,76,11,Science
Art,CS,57,16,Arts
Physics,CS,66,6,Engineering
Physics,CS,21,12,Science
Electrical Engineering,EENG,63,8,Engineering
English,ENG,96,16,Science
English,EENG,54,17,Science
Computer Science,PHYS,46,5,Arts
Mathematics,MATH,53,15,Science
Mathematics,MATH,92,19,Engineering
Art,MATH,94,17,Science
Mathematics,CS,28,6,Science
English,EENG,65,19,Arts
Electrical Engineering,ENG,72,9,Science
English,CS,38,11,Science
Computer Science,PHYS,51,18,Engineering
Art,EENG,22,14,Engineering
English,ENG,91,13,Science
Art,EENG,90,9,Engineering
Computer Science,CS,73,16,Arts
Computer Science,ART,73,19,Arts
Art,MATH,21,18,Arts
Mathematics,EENG,30,10,Science
Computer Science,ENG,58,5,Arts
Physics,ART,28,14,Arts
Electrical Engineering,ART,40,18,Arts
Art,CS,52,18,Arts
Art,ENG,58,15,Arts
Mathematics,CS,98,11,Science
Computer Science,ART,99,20,Arts
Art,ENG,66,13,Arts
Physics,ENG,88,20,Arts
English,ENG,96,19,Engineering
Art,CS,60,18,Arts
Electrical Engineering,CS,60,11,Engineering
English,MATH,50,12,Science
English,ENG,87,18,Engineering
Mathematics,EENG,82,9,Science
Computer Science,ART,30,17,Engineering
English,ART,39,19,Science
Mathematics,PHYS,93,12,Arts
Mathematics,MATH,32,9,Engineering
Computer Science,MATH,93,7,Science
Art,EENG,62,17,Arts
Computer Science,PHYS,48,11,Engineering
Art,CS,65,16,Engineering
Computer Science,ART,35,9,Science
Mathematics,EENG,32,13,Arts
Mathematics,ENG,52,7,Arts
Computer Science,MATH,51,15,Science
Electrical Engineering,MATH,27,19,Science
English,MATH,29,11,Science
Mathematics,MATH,84,20,Engineering
Electrical Engineering,MATH,93,19,Engineering
Art,MATH,81,14,Engineering
Computer Science,CS,28,20,Science
English,ENG,54,16,Arts
English,PHYS,37,6,Engineering
Art,MATH,80,14,Arts
English,ART,30,18,Engineering
Computer Science,CS,28,15,Science
Art,PHYS,67,13,Arts
English,ART,66,14,Science
Electrical Engineering,ART,92,20,Arts
Computer Science,PHYS,43,12,Science
Physics,MATH,70,9,Arts
Electrical Engineering,CS,42,15,Science
Art,ENG,53,20,Science
Art,PHYS,59,8,Arts
Mathematics,MATH,90,10,Engineering
Electrical Engineering,CS,35,8,Arts
English,ART,21,10,Arts
English,MATH,41,16,Arts
Physics,PHYS,51,13,Engineering
Mathematics,EENG,75,8,Science
Physics,EENG,83,18,Arts
Electrical Engineering,CS,25,6,Engineering
Electrical Engineering,PHYS,83,17,Science
Computer Science,MATH,88,9,Arts
Art,ART,38,9,Arts
Electrical Engineering,EENG,46,5,Science
Art,ENG,36,10,Engineering
Computer Science,EENG,61,11,Arts
Computer Science,ENG,95,9,Engineering
Electrical Engineering,ART,91,8,Arts
Electrical Engineering,MATH,70,18,Engineering
English,ART,58,9,Science
Computer Science,PHYS,97,15,Arts
Electrical Engineering,EENG,54,11,Engineering
Art,MATH,59,18,Engineering
Art,ENG,48,5,Engineering
Computer Science,ENG,54,17,Science
Computer Science,PHYS,60,11,Arts
Computer Science,ART,25,11,Arts
Electrical Engineering,ART,78,16,Science
Electrical Engineering,EENG,27,7,Science
English,ENG,80,14,Engineering
Computer Science,MATH,90,12,Science
Electrical Engineering,PHYS,75,18,Engineering
Electrical Engineering,PHYS,93,13,Science
Physics,ART,72,9,Science
English,EENG,59,9,Science
Electrical Engineering,CS,64,6,Science
Physics,PHYS,93,20,Arts
Computer Science,MATH,66,15,Arts
Art,EENG,92,11,Arts
Electrical Engineering,PHYS,34,12,Arts
Computer Science,ART,91,14,Science
Art,ART,64,14,Science
Mathematics,ENG,23,11,Engineering
Physics,EENG,83,12,Arts
Electrical Engineering,CS,77,7,Arts
Computer Science,PHYS,49,7,Engineering
Electrical Engineering,ENG,51,6,Science
Mathematics,MATH,80,13,Engineering
Physics,MATH,97,7,Engineering
English,ART,64,15,Arts
Physics,ENG,22,13,Engineering
Mathematics,ART,80,13,Arts
Mathematics,PHYS,47,15,Arts
Electrical Engineering,EENG,22,18,Arts
English,ENG,53,15,Arts
Electrical Engineering,CS,27,13,Arts
Mathematics,EENG,81,15,Engineering
Mathematics,EENG,46,6,Science
Mathematics,ART,57,19,Engineering
Mathematics,EENG,29,14,Engineering
English,ENG,91,14,Science
Electrical Engineering,PHYS,85,15,Science
English,PHYS,91,17,Science
Electrical Engineering,ENG,94,16,Engineering
Computer Science,ENG,47,9,Arts
Computer Science,ART,60,15,Engineering
Computer Science,EENG,89,9,Arts
Physics,EENG,92,16,Arts
English,MATH,28,7,Arts
English,ENG,42,19,Engineering
Mathematics,ART,35,6,Science
English,PHYS,51,20,Science
Computer Science,ART,90,11,Arts
English,EENG,80,12,Engineering
Computer Science,CS,54,11,Engineering
Computer Science,ENG,20,13,Engineering
English,CS,46,9,Arts
Physics,EENG,52,6,Engineering
Mathematics,ENG,51,10,Science
Electrical Engineering,EENG,35,12,Science
Art,PHYS,93,20,Science
Mathematics,MATH,41,20,Arts
Computer Science,ART,60,5,Science
Physics,MATH,53,20,Engineering
Computer Science,PHYS,93,6,Science
English,CS,46,20,Arts
Computer Science,PHYS,56,10,Arts
English,MATH,89,14,Arts
Electrical Engineering,ENG,94,20,Arts
Mathematics,EENG,84,20,Science
Electrical Engineering,PHYS,83,12,Arts
Physics,CS,87,16,Science
Physics,MATH,36,12,Arts
Art,MATH,69,20,Science
Art,MATH,58,5,Science
Mathematics,PHYS,34,10,Science
English,ART,48,5,Engineering
Mathematics,EENG,40,5,Arts
English,EENG,97,14,Science
Physics,EENG,53,6,Science
Computer Science,MATH,47,8,Arts
Electrical Engineering,CS,73,11,Engineering
Electrical Engineering,ENG,54,15,Arts
English,EENG,79,13,Engineering
English,EENG,29,18,Engineering
English,PHYS,67,15,Science
Computer Science,EENG,94,18,Science
Physics,PHYS,95,9,Arts
Electrical Engineering,EENG,36,19,Engineering
Electrical Engineering,ENG,92,6,Arts
Electrical Engineering,ENG,97,15,Arts
Art,ENG,65,12,Engineering
Art,CS,22,20,Engineering
Physics,MATH,73,14,Engineering
Mathematics,EENG,79,10,Arts
English,PHYS,84,19,Science
Mathematics,ART,27,5,Science
Computer Science,PHYS,42,20,Arts
English,PHYS,34,5,Arts
Mathematics,EENG,81,13,Engineering
Art,ART,44,14,Arts
English,ART,88,16,Arts
Physics,PHYS,55,10,Engineering
Computer Science,CS,82,17,Engineering
Electrical Engineering,ART,92,13,Science
Mathematics,MATH,26,16,Science
Mathematics,ART,92,5,Arts
Electrical Engineering,PHYS,24,13,Science
English,MATH,69,7,Engineering
Computer Science,CS,27,15,Arts
Computer Science,PHYS,46,18,Science
Physics,ENG,88,13,Arts
Physics,ART,44,18,Engineering
Electrical Engineering,MATH,60,11,Engineering
Computer Science,ENG,47,8,Engineering
Art,EENG,37,14,Engineering
Art,ENG,96,10,Science
Electrical Engineering,MATH,92,10,Arts
Computer Science,ENG,29,17,Science
Art,PHYS,88,14,Engineering
Computer Science,PHYS,42,10,Arts
Art,EENG,58,20,Science
Physics,EENG,76,19,Engineering
Electrical Engineering,ART,46,16,Engineering
Electrical Engineering,ENG,91,11,Engineering
Computer Science,MATH,33,15,Arts
Mathematics,EENG,39,15,Engineering
Computer Science,EENG,80,10,Engineering
Physics,CS,39,8,Arts
Computer Science,EENG,88,20,Arts
Electrical Engineering,CS,62,20,Science
Computer Science,PHYS,79,10,Arts
Art,ART,72,9,Engineering
Electrical Engineering,PHYS,98,19,Arts
Electrical Engineering,ART,63,14,Engineering
Mathematics,MATH,73,19,Science
Physics,ENG,95,19,Engineering
Computer Science,MATH,72,6,Arts
Physics,PHYS,69,12,Science
Electrical Engineering,PHYS,71,8,Engineering
Mathematics,CS,74,13,Science
Electrical Engineering,EENG,85,8,Engineering
Physics,CS,63,11,Arts
Computer Science,CS,23,8,Arts
Physics,ART,20,7,Engineering
Mathematics,MATH,57,12,Arts
Physics,ART,30,13,Engineering
Physics,PHYS,77,8,Engineering
Mathematics,EENG,28,17,Science
Electrical Engineering,CS,51,14,Arts
English,MATH,23,11,Science
Computer Science,ART,71,13,Science
Computer Science,PHYS,57,9,Engineering
Electrical Engineering,ART,70,12,Arts
Physics,ART,55,13,Arts
Computer Science,PHYS,37,5,Engineering
Mathematics,ART,100,15,Arts
Mathematics,MATH,27,8,Arts
English,ART,40,20,Arts
Mathematics,MATH,71,15,Engineering
Electrical Engineering,ENG,74,16,Engineering
Computer Science,ART,72,12,Engineering
Physics,ENG,34,14,Science
Mathematics,PHYS,42,17,Engineering
Mathematics,ART,80,10,Arts
Art,ART,90,13,Arts
Physics,EENG,78,15,Arts
English,ART,53,9,Engineering
Art,CS,44,16,Arts
Mathematics,PHYS,80,14,Arts
Physics,CS,37,16,Science
Physics,EENG,85,14,Engineering
Mathematics,CS,31,7,Science
Computer Science,MATH,83,10,Engineering
Computer Science,PHYS,94,6,Arts
